Company	Product	Implemented	Accelerator
WholesomeWatches	Freshdesk	True	TuneUp Your Freshdesk
WholesomeWatches	Freshservice	True	TuneUp Your Freshservice
WholesomeWatches	Google Data Studio	True	TuneUp Your Google Data Studio
WholesomeWatches	HappyFox	False	Jumpstart Your HappyFox
WholesomeWatches	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
WholesomeWatches	Intercom	True	TuneUp Your Intercom
WholesomeWatches	Jira Service Management	True	TuneUp Your Jira Service Management
WholesomeWatches	Looker	True	TuneUp Your Looker
WholesomeWatches	Power BI	True	TuneUp Your Power BI
WholesomeWatches	QlikView	True	TuneUp Your QlikView
WholesomeWatches	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
WholesomeWatches	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
WholesomeWatches	ServiceNow	True	TuneUp Your ServiceNow
WholesomeWatches	Sisense	True	TuneUp Your Sisense
WholesomeWatches	Tableau	True	TuneUp Your Tableau
WholesomeWatches	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
WholesomeWatches	Zendesk	True	TuneUp Your Zendesk
MysticMoods	Alteryx	True	TuneUp Your Alteryx
MysticMoods	Google Data Studio	True	TuneUp Your Google Data Studio
MysticMoods	Jira Service Management	True	TuneUp Your Jira Service Management
MysticMoods	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
MysticMoods	ServiceNow	True	TuneUp Your ServiceNow
MysticMoods	Tableau	True	TuneUp Your Tableau
MysticMoods	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
SavvySocks	Alteryx	True	TuneUp Your Alteryx
SavvySocks	Google Data Studio	True	TuneUp Your Google Data Studio
SavvySocks	Jira Service Management	True	TuneUp Your Jira Service Management
SavvySocks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
SavvySocks	ServiceNow	True	TuneUp Your ServiceNow
SavvySocks	Tableau	True	TuneUp Your Tableau
SavvySocks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Glamorous Gaming	Alteryx	True	TuneUp Your Alteryx
Glamorous Gaming	Domo	True	TuneUp Your Domo
Glamorous Gaming	Freshdesk	True	TuneUp Your Freshdesk
Glamorous Gaming	Freshservice	True	TuneUp Your Freshservice
Glamorous Gaming	Google Data Studio	True	TuneUp Your Google Data Studio
Glamorous Gaming	HappyFox	True	TuneUp Your HappyFox
Glamorous Gaming	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Glamorous Gaming	Intercom	True	TuneUp Your Intercom
Glamorous Gaming	Jira Service Management	True	TuneUp Your Jira Service Management
Glamorous Gaming	Looker	True	TuneUp Your Looker
Glamorous Gaming	Power BI	True	TuneUp Your Power BI
Glamorous Gaming	QlikView	True	TuneUp Your QlikView
Glamorous Gaming	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Glamorous Gaming	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Glamorous Gaming	ServiceNow	True	TuneUp Your ServiceNow
Glamorous Gaming	Sisense	True	TuneUp Your Sisense
Glamorous Gaming	Tableau	True	TuneUp Your Tableau
Glamorous Gaming	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Glamorous Gaming	Zendesk	True	TuneUp Your Zendesk
Smart Homes	Alteryx	True	TuneUp Your Alteryx
Smart Homes	Freshdesk	False	Jumpstart Your Freshdesk
Smart Homes	Google Data Studio	True	TuneUp Your Google Data Studio
Smart Homes	Jira Service Management	True	TuneUp Your Jira Service Management
Smart Homes	QlikView	True	TuneUp Your QlikView
Smart Homes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Smart Homes	Tableau	True	TuneUp Your Tableau
Smart Homes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Artisan Oven	Alteryx	True	TuneUp Your Alteryx
Artisan Oven	Google Data Studio	True	TuneUp Your Google Data Studio
Artisan Oven	Jira Service Management	True	TuneUp Your Jira Service Management
Artisan Oven	Power BI	True	TuneUp Your Power BI
Artisan Oven	QlikView	True	TuneUp Your QlikView
Artisan Oven	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Artisan Oven	Tableau	True	TuneUp Your Tableau
Artisan Oven	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ArtisanArmor	Alteryx	True	TuneUp Your Alteryx
ArtisanArmor	Google Data Studio	True	TuneUp Your Google Data Studio
ArtisanArmor	Jira Service Management	True	TuneUp Your Jira Service Management
ArtisanArmor	Power BI	True	TuneUp Your Power BI
ArtisanArmor	QlikView	True	TuneUp Your QlikView
ArtisanArmor	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ArtisanArmor	ServiceNow	True	TuneUp Your ServiceNow
ArtisanArmor	Tableau	True	TuneUp Your Tableau
ArtisanArmor	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Premier Printing	Alteryx	True	TuneUp Your Alteryx
Premier Printing	Google Data Studio	True	TuneUp Your Google Data Studio
Premier Printing	Jira Service Management	True	TuneUp Your Jira Service Management
Premier Printing	Power BI	True	TuneUp Your Power BI
Premier Printing	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Premier Printing	Tableau	True	TuneUp Your Tableau
Premier Printing	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
LambdaLiterature	Alteryx	True	TuneUp Your Alteryx
LambdaLiterature	Google Data Studio	True	TuneUp Your Google Data Studio
LambdaLiterature	Jira Service Management	True	TuneUp Your Jira Service Management
LambdaLiterature	Power BI	True	TuneUp Your Power BI
LambdaLiterature	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
LambdaLiterature	Tableau	True	TuneUp Your Tableau
LambdaLiterature	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
PioneerPhones	Alteryx	True	TuneUp Your Alteryx
PioneerPhones	Freshdesk	True	TuneUp Your Freshdesk
PioneerPhones	Google Data Studio	True	TuneUp Your Google Data Studio
PioneerPhones	HappyFox	True	TuneUp Your HappyFox
PioneerPhones	Intercom	True	TuneUp Your Intercom
PioneerPhones	Jira Service Management	True	TuneUp Your Jira Service Management
PioneerPhones	Looker	True	TuneUp Your Looker
PioneerPhones	Power BI	True	TuneUp Your Power BI
PioneerPhones	QlikView	True	TuneUp Your QlikView
PioneerPhones	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PioneerPhones	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
PioneerPhones	ServiceNow	True	TuneUp Your ServiceNow
PioneerPhones	Sisense	True	TuneUp Your Sisense
PioneerPhones	Tableau	True	TuneUp Your Tableau
PioneerPhones	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Trendy Totes	Alteryx	True	TuneUp Your Alteryx
Trendy Totes	Google Data Studio	True	TuneUp Your Google Data Studio
Trendy Totes	Jira Service Management	True	TuneUp Your Jira Service Management
Trendy Totes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Trendy Totes	ServiceNow	True	TuneUp Your ServiceNow
Trendy Totes	Tableau	True	TuneUp Your Tableau
Trendy Totes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Creative Coding	Alteryx	True	TuneUp Your Alteryx
Creative Coding	Google Data Studio	True	TuneUp Your Google Data Studio
Creative Coding	Jira Service Management	True	TuneUp Your Jira Service Management
Creative Coding	Looker	True	TuneUp Your Looker
Creative Coding	Power BI	True	TuneUp Your Power BI
Creative Coding	QlikView	True	TuneUp Your QlikView
Creative Coding	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Creative Coding	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Creative Coding	ServiceNow	True	TuneUp Your ServiceNow
Creative Coding	Sisense	True	TuneUp Your Sisense
Creative Coding	Tableau	True	TuneUp Your Tableau
Creative Coding	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BitzBooks	Alteryx	True	TuneUp Your Alteryx
BitzBooks	Alteryx	True	TuneUp Your Alteryx
BitzBooks	Alteryx	True	TuneUp Your Alteryx
BitzBooks	Alteryx	True	TuneUp Your Alteryx
BitzBooks	Domo	True	TuneUp Your Domo
BitzBooks	Domo	True	TuneUp Your Domo
BitzBooks	Domo	True	TuneUp Your Domo
BitzBooks	Domo	True	TuneUp Your Domo
BitzBooks	Freshdesk	True	TuneUp Your Freshdesk
BitzBooks	Freshdesk	True	TuneUp Your Freshdesk
BitzBooks	Freshdesk	True	TuneUp Your Freshdesk
BitzBooks	Freshdesk	True	TuneUp Your Freshdesk
BitzBooks	Freshservice	True	TuneUp Your Freshservice
BitzBooks	Freshservice	True	TuneUp Your Freshservice
BitzBooks	Freshservice	True	TuneUp Your Freshservice
BitzBooks	Freshservice	True	TuneUp Your Freshservice
BitzBooks	Google Data Studio	True	TuneUp Your Google Data Studio
BitzBooks	Google Data Studio	True	TuneUp Your Google Data Studio
BitzBooks	Google Data Studio	True	TuneUp Your Google Data Studio
BitzBooks	Google Data Studio	True	TuneUp Your Google Data Studio
BitzBooks	HappyFox	True	TuneUp Your HappyFox
BitzBooks	HappyFox	True	TuneUp Your HappyFox
BitzBooks	HappyFox	True	TuneUp Your HappyFox
BitzBooks	HappyFox	True	TuneUp Your HappyFox
BitzBooks	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
BitzBooks	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
BitzBooks	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
BitzBooks	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
BitzBooks	Intercom	True	TuneUp Your Intercom
BitzBooks	Intercom	True	TuneUp Your Intercom
BitzBooks	Intercom	True	TuneUp Your Intercom
BitzBooks	Intercom	True	TuneUp Your Intercom
BitzBooks	Jira Service Management	True	TuneUp Your Jira Service Management
BitzBooks	Jira Service Management	True	TuneUp Your Jira Service Management
BitzBooks	Jira Service Management	True	TuneUp Your Jira Service Management
BitzBooks	Jira Service Management	True	TuneUp Your Jira Service Management
BitzBooks	Looker	True	TuneUp Your Looker
BitzBooks	Looker	True	TuneUp Your Looker
BitzBooks	Looker	True	TuneUp Your Looker
BitzBooks	Looker	True	TuneUp Your Looker
BitzBooks	Power BI	True	TuneUp Your Power BI
BitzBooks	Power BI	True	TuneUp Your Power BI
BitzBooks	Power BI	True	TuneUp Your Power BI
BitzBooks	Power BI	True	TuneUp Your Power BI
BitzBooks	QlikView	True	TuneUp Your QlikView
BitzBooks	QlikView	True	TuneUp Your QlikView
BitzBooks	QlikView	True	TuneUp Your QlikView
BitzBooks	QlikView	True	TuneUp Your QlikView
BitzBooks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BitzBooks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BitzBooks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BitzBooks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BitzBooks	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
BitzBooks	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
BitzBooks	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
BitzBooks	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
BitzBooks	ServiceNow	True	TuneUp Your ServiceNow
BitzBooks	ServiceNow	True	TuneUp Your ServiceNow
BitzBooks	ServiceNow	True	TuneUp Your ServiceNow
BitzBooks	ServiceNow	True	TuneUp Your ServiceNow
BitzBooks	Sisense	True	TuneUp Your Sisense
BitzBooks	Sisense	True	TuneUp Your Sisense
BitzBooks	Sisense	True	TuneUp Your Sisense
BitzBooks	Sisense	True	TuneUp Your Sisense
BitzBooks	Tableau	True	TuneUp Your Tableau
BitzBooks	Tableau	True	TuneUp Your Tableau
BitzBooks	Tableau	True	TuneUp Your Tableau
BitzBooks	Tableau	True	TuneUp Your Tableau
BitzBooks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BitzBooks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BitzBooks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BitzBooks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BitzBooks	Zendesk	True	TuneUp Your Zendesk
BitzBooks	Zendesk	True	TuneUp Your Zendesk
BitzBooks	Zendesk	True	TuneUp Your Zendesk
BitzBooks	Zendesk	True	TuneUp Your Zendesk
GlowGuru	Alteryx	True	TuneUp Your Alteryx
GlowGuru	Google Data Studio	True	TuneUp Your Google Data Studio
GlowGuru	Jira Service Management	True	TuneUp Your Jira Service Management
GlowGuru	Power BI	True	TuneUp Your Power BI
GlowGuru	QlikView	True	TuneUp Your QlikView
GlowGuru	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
GlowGuru	ServiceNow	True	TuneUp Your ServiceNow
GlowGuru	Tableau	True	TuneUp Your Tableau
GlowGuru	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Global Goods	Alteryx	True	TuneUp Your Alteryx
Global Goods	Domo	True	TuneUp Your Domo
Global Goods	Freshdesk	True	TuneUp Your Freshdesk
Global Goods	Freshservice	True	TuneUp Your Freshservice
Global Goods	Google Data Studio	True	TuneUp Your Google Data Studio
Global Goods	HappyFox	True	TuneUp Your HappyFox
Global Goods	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Global Goods	Intercom	True	TuneUp Your Intercom
Global Goods	Jira Service Management	True	TuneUp Your Jira Service Management
Global Goods	Looker	True	TuneUp Your Looker
Global Goods	Power BI	True	TuneUp Your Power BI
Global Goods	QlikView	True	TuneUp Your QlikView
Global Goods	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Global Goods	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Global Goods	ServiceNow	True	TuneUp Your ServiceNow
Global Goods	Sisense	True	TuneUp Your Sisense
Global Goods	Tableau	True	TuneUp Your Tableau
Global Goods	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Global Goods	Zendesk	True	TuneUp Your Zendesk
SigmaSweets	Alteryx	True	TuneUp Your Alteryx
SigmaSweets	Google Data Studio	True	TuneUp Your Google Data Studio
SigmaSweets	Jira Service Management	True	TuneUp Your Jira Service Management
SigmaSweets	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
SigmaSweets	ServiceNow	True	TuneUp Your ServiceNow
SigmaSweets	Tableau	True	TuneUp Your Tableau
SigmaSweets	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
GolfGenius	Alteryx	True	TuneUp Your Alteryx
GolfGenius	Google Data Studio	True	TuneUp Your Google Data Studio
GolfGenius	Jira Service Management	True	TuneUp Your Jira Service Management
GolfGenius	Power BI	True	TuneUp Your Power BI
GolfGenius	QlikView	True	TuneUp Your QlikView
GolfGenius	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
GolfGenius	Tableau	True	TuneUp Your Tableau
GolfGenius	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
PetPalace	Alteryx	True	TuneUp Your Alteryx
PetPalace	Freshdesk	True	TuneUp Your Freshdesk
PetPalace	Google Data Studio	True	TuneUp Your Google Data Studio
PetPalace	HappyFox	True	TuneUp Your HappyFox
PetPalace	Intercom	True	TuneUp Your Intercom
PetPalace	Jira Service Management	True	TuneUp Your Jira Service Management
PetPalace	Looker	True	TuneUp Your Looker
PetPalace	Power BI	True	TuneUp Your Power BI
PetPalace	QlikView	True	TuneUp Your QlikView
PetPalace	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PetPalace	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
PetPalace	ServiceNow	True	TuneUp Your ServiceNow
PetPalace	Sisense	True	TuneUp Your Sisense
PetPalace	Tableau	True	TuneUp Your Tableau
PetPalace	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Quality Quilts	Alteryx	True	TuneUp Your Alteryx
Quality Quilts	Freshdesk	True	TuneUp Your Freshdesk
Quality Quilts	Google Data Studio	True	TuneUp Your Google Data Studio
Quality Quilts	HappyFox	False	Jumpstart Your HappyFox
Quality Quilts	Jira Service Management	True	TuneUp Your Jira Service Management
Quality Quilts	QlikView	True	TuneUp Your QlikView
Quality Quilts	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Quality Quilts	Tableau	True	TuneUp Your Tableau
Quality Quilts	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
DeltaDrinks	Alteryx	True	TuneUp Your Alteryx
DeltaDrinks	Google Data Studio	True	TuneUp Your Google Data Studio
DeltaDrinks	Jira Service Management	True	TuneUp Your Jira Service Management
DeltaDrinks	Power BI	True	TuneUp Your Power BI
DeltaDrinks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
DeltaDrinks	Tableau	True	TuneUp Your Tableau
DeltaDrinks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
QuillQuotes	Alteryx	True	TuneUp Your Alteryx
QuillQuotes	Freshdesk	True	TuneUp Your Freshdesk
QuillQuotes	Google Data Studio	True	TuneUp Your Google Data Studio
QuillQuotes	HappyFox	True	TuneUp Your HappyFox
QuillQuotes	Jira Service Management	True	TuneUp Your Jira Service Management
QuillQuotes	QlikView	True	TuneUp Your QlikView
QuillQuotes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
QuillQuotes	Tableau	True	TuneUp Your Tableau
QuillQuotes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Ultimate Universes	Alteryx	True	TuneUp Your Alteryx
Ultimate Universes	Domo	True	TuneUp Your Domo
Ultimate Universes	Freshdesk	True	TuneUp Your Freshdesk
Ultimate Universes	Freshservice	True	TuneUp Your Freshservice
Ultimate Universes	Google Data Studio	True	TuneUp Your Google Data Studio
Ultimate Universes	HappyFox	True	TuneUp Your HappyFox
Ultimate Universes	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Ultimate Universes	Intercom	True	TuneUp Your Intercom
Ultimate Universes	Jira Service Management	True	TuneUp Your Jira Service Management
Ultimate Universes	Looker	True	TuneUp Your Looker
Ultimate Universes	Power BI	True	TuneUp Your Power BI
Ultimate Universes	QlikView	True	TuneUp Your QlikView
Ultimate Universes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Ultimate Universes	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Ultimate Universes	ServiceNow	True	TuneUp Your ServiceNow
Ultimate Universes	Sisense	True	TuneUp Your Sisense
Ultimate Universes	Tableau	True	TuneUp Your Tableau
Ultimate Universes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Ultimate Universes	Zendesk	True	TuneUp Your Zendesk
Green Thumb Gardening	Alteryx	True	TuneUp Your Alteryx
Green Thumb Gardening	Google Data Studio	True	TuneUp Your Google Data Studio
Green Thumb Gardening	Jira Service Management	True	TuneUp Your Jira Service Management
Green Thumb Gardening	Power BI	True	TuneUp Your Power BI
Green Thumb Gardening	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Green Thumb Gardening	Tableau	True	TuneUp Your Tableau
Green Thumb Gardening	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
TauTea	Alteryx	True	TuneUp Your Alteryx
TauTea	Google Data Studio	True	TuneUp Your Google Data Studio
TauTea	Jira Service Management	True	TuneUp Your Jira Service Management
TauTea	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
TauTea	ServiceNow	True	TuneUp Your ServiceNow
TauTea	Tableau	True	TuneUp Your Tableau
TauTea	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ZenZone	Alteryx	True	TuneUp Your Alteryx
ZenZone	Freshdesk	False	Jumpstart Your Freshdesk
ZenZone	Google Data Studio	True	TuneUp Your Google Data Studio
ZenZone	Jira Service Management	True	TuneUp Your Jira Service Management
ZenZone	QlikView	True	TuneUp Your QlikView
ZenZone	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ZenZone	Tableau	True	TuneUp Your Tableau
ZenZone	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Xcellent Xeriscaping	Alteryx	True	TuneUp Your Alteryx
Xcellent Xeriscaping	Google Data Studio	True	TuneUp Your Google Data Studio
Xcellent Xeriscaping	Jira Service Management	True	TuneUp Your Jira Service Management
Xcellent Xeriscaping	Power BI	True	TuneUp Your Power BI
Xcellent Xeriscaping	QlikView	True	TuneUp Your QlikView
Xcellent Xeriscaping	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Xcellent Xeriscaping	Tableau	True	TuneUp Your Tableau
Xcellent Xeriscaping	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
LambdaLanguages	Alteryx	True	TuneUp Your Alteryx
LambdaLanguages	Google Data Studio	True	TuneUp Your Google Data Studio
LambdaLanguages	Jira Service Management	True	TuneUp Your Jira Service Management
LambdaLanguages	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
LambdaLanguages	ServiceNow	True	TuneUp Your ServiceNow
LambdaLanguages	Tableau	True	TuneUp Your Tableau
LambdaLanguages	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
XpressoXpress	Alteryx	True	TuneUp Your Alteryx
XpressoXpress	Google Data Studio	True	TuneUp Your Google Data Studio
XpressoXpress	Jira Service Management	True	TuneUp Your Jira Service Management
XpressoXpress	Power BI	True	TuneUp Your Power BI
XpressoXpress	QlikView	True	TuneUp Your QlikView
XpressoXpress	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
XpressoXpress	ServiceNow	True	TuneUp Your ServiceNow
XpressoXpress	Tableau	True	TuneUp Your Tableau
XpressoXpress	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Wise Watches	Alteryx	True	TuneUp Your Alteryx
Wise Watches	Google Data Studio	True	TuneUp Your Google Data Studio
Wise Watches	Jira Service Management	True	TuneUp Your Jira Service Management
Wise Watches	Power BI	True	TuneUp Your Power BI
Wise Watches	QlikView	True	TuneUp Your QlikView
Wise Watches	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Wise Watches	ServiceNow	True	TuneUp Your ServiceNow
Wise Watches	Tableau	True	TuneUp Your Tableau
Wise Watches	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
XiXylophoneOrchestra	Alteryx	True	TuneUp Your Alteryx
XiXylophoneOrchestra	Google Data Studio	True	TuneUp Your Google Data Studio
XiXylophoneOrchestra	Jira Service Management	True	TuneUp Your Jira Service Management
XiXylophoneOrchestra	Power BI	True	TuneUp Your Power BI
XiXylophoneOrchestra	QlikView	True	TuneUp Your QlikView
XiXylophoneOrchestra	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
XiXylophoneOrchestra	Tableau	True	TuneUp Your Tableau
XiXylophoneOrchestra	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BetaBeauty	Alteryx	True	TuneUp Your Alteryx
BetaBeauty	Google Data Studio	True	TuneUp Your Google Data Studio
BetaBeauty	Jira Service Management	True	TuneUp Your Jira Service Management
BetaBeauty	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BetaBeauty	ServiceNow	True	TuneUp Your ServiceNow
BetaBeauty	Tableau	True	TuneUp Your Tableau
BetaBeauty	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
QuirkyQuilts	Alteryx	True	TuneUp Your Alteryx
QuirkyQuilts	Google Data Studio	True	TuneUp Your Google Data Studio
QuirkyQuilts	Jira Service Management	True	TuneUp Your Jira Service Management
QuirkyQuilts	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
QuirkyQuilts	ServiceNow	True	TuneUp Your ServiceNow
QuirkyQuilts	Tableau	True	TuneUp Your Tableau
QuirkyQuilts	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Esteemed Education	Alteryx	True	TuneUp Your Alteryx
Esteemed Education	Google Data Studio	True	TuneUp Your Google Data Studio
Esteemed Education	Jira Service Management	True	TuneUp Your Jira Service Management
Esteemed Education	Power BI	True	TuneUp Your Power BI
Esteemed Education	QlikView	True	TuneUp Your QlikView
Esteemed Education	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Esteemed Education	ServiceNow	True	TuneUp Your ServiceNow
Esteemed Education	Tableau	True	TuneUp Your Tableau
Esteemed Education	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Quality Quilting	Alteryx	True	TuneUp Your Alteryx
Quality Quilting	Freshdesk	True	TuneUp Your Freshdesk
Quality Quilting	Google Data Studio	True	TuneUp Your Google Data Studio
Quality Quilting	HappyFox	True	TuneUp Your HappyFox
Quality Quilting	Jira Service Management	True	TuneUp Your Jira Service Management
Quality Quilting	QlikView	True	TuneUp Your QlikView
Quality Quilting	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Quality Quilting	Tableau	True	TuneUp Your Tableau
Quality Quilting	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Mindful Meditation	Alteryx	True	TuneUp Your Alteryx
Mindful Meditation	Freshdesk	True	TuneUp Your Freshdesk
Mindful Meditation	Google Data Studio	True	TuneUp Your Google Data Studio
Mindful Meditation	HappyFox	False	Jumpstart Your HappyFox
Mindful Meditation	Jira Service Management	True	TuneUp Your Jira Service Management
Mindful Meditation	QlikView	True	TuneUp Your QlikView
Mindful Meditation	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Mindful Meditation	Tableau	True	TuneUp Your Tableau
Mindful Meditation	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
MuMusic	Alteryx	True	TuneUp Your Alteryx
MuMusic	Google Data Studio	True	TuneUp Your Google Data Studio
MuMusic	Jira Service Management	True	TuneUp Your Jira Service Management
MuMusic	Power BI	True	TuneUp Your Power BI
MuMusic	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
MuMusic	Tableau	True	TuneUp Your Tableau
MuMusic	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
AlphaApparel	Alteryx	True	TuneUp Your Alteryx
AlphaApparel	Google Data Studio	True	TuneUp Your Google Data Studio
AlphaApparel	Jira Service Management	True	TuneUp Your Jira Service Management
AlphaApparel	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
AlphaApparel	ServiceNow	True	TuneUp Your ServiceNow
AlphaApparel	Tableau	True	TuneUp Your Tableau
AlphaApparel	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Youthful Yogis	Alteryx	True	TuneUp Your Alteryx
Youthful Yogis	Freshdesk	True	TuneUp Your Freshdesk
Youthful Yogis	Google Data Studio	True	TuneUp Your Google Data Studio
Youthful Yogis	HappyFox	False	Jumpstart Your HappyFox
Youthful Yogis	Jira Service Management	True	TuneUp Your Jira Service Management
Youthful Yogis	QlikView	True	TuneUp Your QlikView
Youthful Yogis	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Youthful Yogis	Tableau	True	TuneUp Your Tableau
Youthful Yogis	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
EtaEscapeRooms	Alteryx	True	TuneUp Your Alteryx
EtaEscapeRooms	Google Data Studio	True	TuneUp Your Google Data Studio
EtaEscapeRooms	Jira Service Management	True	TuneUp Your Jira Service Management
EtaEscapeRooms	Power BI	True	TuneUp Your Power BI
EtaEscapeRooms	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
EtaEscapeRooms	Tableau	True	TuneUp Your Tableau
EtaEscapeRooms	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Virtuoso Virtual Assistants	Alteryx	True	TuneUp Your Alteryx
Virtuoso Virtual Assistants	Freshdesk	True	TuneUp Your Freshdesk
Virtuoso Virtual Assistants	Google Data Studio	True	TuneUp Your Google Data Studio
Virtuoso Virtual Assistants	HappyFox	True	TuneUp Your HappyFox
Virtuoso Virtual Assistants	Jira Service Management	True	TuneUp Your Jira Service Management
