Company	Implemented	Product
OmicronOrganics	TRUE	Salesforce Service Cloud
TrendyTech	TRUE	Salesforce Service Cloud
Xceptional Xeroxing	TRUE	Salesforce Service Cloud
Brilliant Blooms	TRUE	Salesforce Service Cloud
GammaGames	TRUE	Salesforce Service Cloud
RadiantReady	TRUE	Salesforce Service Cloud
Knowledge Navigators	TRUE	Salesforce Service Cloud
ZetaZen	TRUE	Salesforce Service Cloud
KaleidoscopeKids	TRUE	Salesforce Service Cloud
Optimal Organics	TRUE	Salesforce Service Cloud
Artistic Expressions	TRUE	Salesforce Service Cloud
Tech Titans	TRUE	SAP Analytics Cloud
EcoEase Solutions	TRUE	SAP Analytics Cloud
Ultimate Universes	TRUE	SAP Analytics Cloud
BitzBooks	TRUE	SAP Analytics Cloud
RadiantReads	TRUE	SAP Analytics Cloud
ThetaTech	TRUE	SAP Analytics Cloud
Creative Coding	TRUE	SAP Analytics Cloud
EpsilonEco	TRUE	SAP Analytics Cloud
UltimateUniversity	TRUE	SAP Analytics Cloud
GigaBytes Tech	TRUE	SAP Analytics Cloud
AlphaAccessories	TRUE	SAP Analytics Cloud
Glamorous Gaming	TRUE	SAP Analytics Cloud
BitzBooks	TRUE	SAP Analytics Cloud
InspireInnovations	TRUE	SAP Analytics Cloud
Healthy Habits	TRUE	SAP Analytics Cloud
WholesomeWatches	TRUE	SAP Analytics Cloud
PetPalace	TRUE	SAP Analytics Cloud
PioneerPhones	TRUE	SAP Analytics Cloud
Sensational Spices	TRUE	SAP Analytics Cloud
Ultimate University	TRUE	SAP Analytics Cloud
TrendyTech	TRUE	SAP Analytics Cloud
Global Goods	TRUE	SAP Analytics Cloud
UpsilonUndergarments	TRUE	SAP Analytics Cloud
DeltaDecor	TRUE	SAP Analytics Cloud
EpsilonEco	FALSE	Sendinblue
EcoEase Solutions	FALSE	Sendinblue
AlphaAccessories	FALSE	Sendinblue
FitFam Fitness	FALSE	Sendinblue
MindMeld	FALSE	Sendinblue
Restful Retreats	FALSE	Sendinblue
NuNutrition	FALSE	Sendinblue
RadiantReads	FALSE	Sendinblue
RhoRamen	FALSE	Sendinblue
NovelNotions	FALSE	Sendinblue
Radiant Robotics	FALSE	Sendinblue
Savvy Savers	FALSE	Sendinblue
PhiFitness	FALSE	Sendinblue
BravoBites	FALSE	Sendinblue
XtremeXercise	FALSE	Sendinblue
Vibrant Visions	FALSE	Sendinblue
IotaImprov	FALSE	Sendinblue
FoxtrotFitness	FALSE	Sendinblue
LuxeLashes	FALSE	Sendinblue
FitFusion	FALSE	Sendinblue
Fashion Forward	FALSE	Sendinblue
RhoRings	FALSE	Sendinblue
Zen Zumba	FALSE	Sendinblue
Vibrant Vases	FALSE	Sendinblue
NuNotebooks	FALSE	Sendinblue
AlphaArt	FALSE	Sendinblue
PremiumPens	FALSE	Sendinblue
Dynamic Drones	FALSE	Sendinblue
Zen Zoology	FALSE	Sendinblue
PhiPhotography	FALSE	Sendinblue
ZenZenith	FALSE	Sendinblue
StyleSavvy	FALSE	Sendinblue
Natural Necessities	FALSE	Sendinblue
DeltaDesigns	FALSE	Sendinblue
Joyful Journeys	FALSE	Sendinblue
EpsilonEducation	FALSE	Sendinblue
JunoJewelry	FALSE	Sendinblue
Novel Notions	FALSE	Sendinblue
Fit For Life	FALSE	Sendinblue
GigaGadgets	FALSE	Sendinblue
Pet Palace	FALSE	Sendinblue
MegaMovies	FALSE	Sendinblue
TrendyTees	FALSE	Sendinblue
Harmonious Homes	FALSE	Sendinblue
NovelNotions	TRUE	ServiceNow
ZenZenith	TRUE	ServiceNow
LuxeLashes	TRUE	ServiceNow
PetPalace	TRUE	ServiceNow
AlphaApparel	TRUE	ServiceNow
Fantastic Furnishings	TRUE	ServiceNow
Luxury Living	TRUE	ServiceNow
Trendy Totes	TRUE	ServiceNow
XpressoXpress	TRUE	ServiceNow
ZetaZen	TRUE	ServiceNow
TechTonic	TRUE	ServiceNow
BitzBooks	TRUE	ServiceNow
FitFusion	TRUE	ServiceNow
MindMeld	TRUE	ServiceNow
Zen Zumba	TRUE	ServiceNow
Ultimate University	TRUE	ServiceNow
UpsilonUnderwear	TRUE	ServiceNow
PsiSocks	TRUE	ServiceNow
Gourmet Grub	TRUE	ServiceNow
Healthy Habits	TRUE	ServiceNow
RadiantReady	TRUE	ServiceNow
NanoNails	TRUE	ServiceNow
KappaKnitting	TRUE	ServiceNow
Esteemed Education	TRUE	ServiceNow
AlphaAccessories	TRUE	ServiceNow
Radiant Robotics	TRUE	ServiceNow
Dynamic Drones	TRUE	ServiceNow
MuMystery	TRUE	ServiceNow
UltimateUniversity	TRUE	ServiceNow
BloomBox Flowers	TRUE	ServiceNow
GammaGardening	TRUE	ServiceNow
Brilliant Blooms	TRUE	ServiceNow
Creative Coding	TRUE	ServiceNow
YogaYonder	TRUE	ServiceNow
SigmaSweets	TRUE	ServiceNow
Optimal Outcomes	TRUE	ServiceNow
IotaIceCream	TRUE	ServiceNow
Luxurious Luggage	TRUE	ServiceNow
EpsilonEco	TRUE	ServiceNow
UpsilonUndergarments	TRUE	ServiceNow
EchoEducation	TRUE	ServiceNow
ArtisanArmor	TRUE	ServiceNow
TauTea	TRUE	ServiceNow
PsiPlants	TRUE	ServiceNow
LambdaLanguages	TRUE	ServiceNow
GlowGuru	TRUE	ServiceNow
BetaBeauty	TRUE	ServiceNow
ZetaZumba	TRUE	ServiceNow
Fashion Forward	TRUE	ServiceNow
PremiumPens	TRUE	ServiceNow
GigaGadgets	TRUE	ServiceNow
OptimumOptics	TRUE	ServiceNow
Ultimate Universes	TRUE	ServiceNow
TrendyTech	TRUE	ServiceNow
EtaEntertainment	TRUE	ServiceNow
TauTies	TRUE	ServiceNow
Wise Watches	TRUE	ServiceNow
ZipZap Deliveries	TRUE	ServiceNow
XiXylophones	TRUE	ServiceNow
NuNotebooks	TRUE	ServiceNow
StyleSavvy	TRUE	ServiceNow
EcoEase Solutions	TRUE	ServiceNow
Glamorous Gaming	TRUE	ServiceNow
Innovative Ideas	TRUE	ServiceNow
DeltaDecor	TRUE	ServiceNow
PioneerPhones	TRUE	ServiceNow
GammaGames	TRUE	ServiceNow
Tech Titans	TRUE	ServiceNow
Sensational Spices	TRUE	ServiceNow
ChiChocolates	TRUE	ServiceNow
MindMeld Therapy	TRUE	ServiceNow
EpsilonEducation	TRUE	ServiceNow
Novel Notions	TRUE	ServiceNow
RadiantReads	TRUE	ServiceNow
InspireInnovations	TRUE	ServiceNow
OmegaOuterwear	TRUE	ServiceNow
NatureNook	TRUE	ServiceNow
HomeHaven	TRUE	ServiceNow
GigaBytes Tech	TRUE	ServiceNow
SigmaShoes	TRUE	ServiceNow
Global Goods	TRUE	ServiceNow
WholesomeWatches	TRUE	ServiceNow
CharlieChargers	TRUE	ServiceNow
MegaMovies	TRUE	ServiceNow
IotaImprov	TRUE	ServiceNow
BravoBites	TRUE	ServiceNow
SavvySocks	TRUE	ServiceNow
ThetaTech	TRUE	ServiceNow
GigaGadgets	TRUE	ServiceNow
Xceptional Xeroxing	TRUE	ServiceNow
LuxeLuggage	TRUE	ServiceNow
BitzBooks	TRUE	ServiceNow
ChiCheese	TRUE	ServiceNow
QuirkyQuilts	TRUE	ServiceNow
MysticMoods	TRUE	ServiceNow
EcoEase Solutions	TRUE	Sisense
Ultimate Universes	TRUE	Sisense
Tech Titans	TRUE	Sisense
RadiantReads	TRUE	Sisense
ThetaTech	TRUE	Sisense
BitzBooks	TRUE	Sisense
EpsilonEco	TRUE	Sisense
UltimateUniversity	TRUE	Sisense
Creative Coding	TRUE	Sisense
AlphaAccessories	TRUE	Sisense
Glamorous Gaming	TRUE	Sisense
GigaBytes Tech	TRUE	Sisense
InspireInnovations	TRUE	Sisense
Healthy Habits	TRUE	Sisense
BitzBooks	TRUE	Sisense
PetPalace	TRUE	Sisense
PioneerPhones	TRUE	Sisense
WholesomeWatches	TRUE	Sisense
Ultimate University	TRUE	Sisense
TrendyTech	TRUE	Sisense
Sensational Spices	TRUE	Sisense
UpsilonUndergarments	TRUE	Sisense
DeltaDecor	TRUE	Sisense
Global Goods	TRUE	Sisense
MindMeld	FALSE	Smartsheet
Vibrant Visions	FALSE	Smartsheet
EpsilonEducation	FALSE	Smartsheet
MegaMovies	FALSE	Smartsheet
Natural Necessities	FALSE	Smartsheet
Novel Notions	FALSE	Smartsheet
Sustainable Solutions	TRUE	Tableau
XiXylophones	TRUE	Tableau
SapphireStationery	TRUE	Tableau
IotaIceCream	TRUE	Tableau
NovelNotions	TRUE	Tableau
Luxurious Luggage	TRUE	Tableau
IotaImprov	TRUE	Tableau
VirtuosoViolins	TRUE	Tableau
LuxeLashes	TRUE	Tableau
Elegant Events	TRUE	Tableau
OmegaOutdoors	TRUE	Tableau
EchoEducation	TRUE	Tableau
Marvelous Maps	TRUE	Tableau
OmegaOuterwear	TRUE	Tableau
BloomBox Flowers	TRUE	Tableau
NatureNook	TRUE	Tableau
Luxury Living	TRUE	Tableau
EtaEntertainment	TRUE	Tableau
LuxeLuggage	TRUE	Tableau
Precise Prints	TRUE	Tableau
BetaBaking	TRUE	Tableau
QuirkyQuills Writing	TRUE	Tableau
VitalVibes	TRUE	Tableau
ChiChocolates	TRUE	Tableau
CharlieChargers	TRUE	Tableau
RhoRamen	TRUE	Tableau
XtremeXercise	TRUE	Tableau
Vibrant Visions	TRUE	Tableau
RhoRings	TRUE	Tableau
FoxtrotFitness	TRUE	Tableau
Zen Zumba	TRUE	Tableau
MuMystery	TRUE	Tableau
YogaYurt	TRUE	Tableau
OptimumOptics	TRUE	Tableau
Chic Chocolates	TRUE	Tableau
ThetaTech	TRUE	Tableau
MuseMusic	TRUE	Tableau
GigaGadgets	TRUE	Tableau
Gourmet Grub	TRUE	Tableau
PicoPets	TRUE	Tableau
VibrantVinyls	TRUE	Tableau
Joyful Jewels	TRUE	Tableau
KappaKids	TRUE	Tableau
OptimisticOutdoors	TRUE	Tableau
Sensational Spices	TRUE	Tableau
Bright Beginnings	TRUE	Tableau
WholesomeWatches	TRUE	Tableau
MysticMoods	TRUE	Tableau
FitFusion	TRUE	Tableau
Fashion Forward	TRUE	Tableau
AlphaArt	TRUE	Tableau
PremiumPens	TRUE	Tableau
Dynamic Drones	TRUE	Tableau
UpsilonUndergarments	TRUE	Tableau
InspireInnovations	TRUE	Tableau
FarmFresh	TRUE	Tableau
Motivational Mentors	TRUE	Tableau
QuantaCoffee	TRUE	Tableau
WholesomeWhisk	TRUE	Tableau
Fantastic Furnishings	TRUE	Tableau
GammaGardening	TRUE	Tableau
SkyHigh Adventures	TRUE	Tableau
SmartSips	TRUE	Tableau
Talented Tailors	TRUE	Tableau
SigmaShoes	TRUE	Tableau
YogaYonder	TRUE	Tableau
Wise Words	TRUE	Tableau
KappaKnitting	TRUE	Tableau
GolfGenius	TRUE	Tableau
BitzBooks	TRUE	Tableau
Vibrant Vases	TRUE	Tableau
NuNotebooks	TRUE	Tableau
ZenZenith	TRUE	Tableau
StyleSavvy	TRUE	Tableau
Natural Necessities	TRUE	Tableau
DeltaDesigns	TRUE	Tableau
SavvySocks	TRUE	Tableau
Glamorous Gaming	TRUE	Tableau
Smart Homes	TRUE	Tableau
Artisan Oven	TRUE	Tableau
ArtisanArmor	TRUE	Tableau
Premier Printing	TRUE	Tableau
LambdaLiterature	TRUE	Tableau
PioneerPhones	TRUE	Tableau
Trendy Totes	TRUE	Tableau
Creative Coding	TRUE	Tableau
BitzBooks	TRUE	Tableau
GlowGuru	TRUE	Tableau
Global Goods	TRUE	Tableau
SigmaSweets	TRUE	Tableau
QuirkyQuilts	TRUE	Tableau
Esteemed Education	TRUE	Tableau
Zen Zoology	TRUE	Tableau
PhiPhotography	TRUE	Tableau
JunoJewelry	TRUE	Tableau
Novel Notions	TRUE	Tableau
Fit For Life	TRUE	Tableau
GigaGadgets	TRUE	Tableau
PetPalace	TRUE	Tableau
Quality Quilts	TRUE	Tableau
DeltaDrinks	TRUE	Tableau
QuillQuotes	TRUE	Tableau
Ultimate Universes	TRUE	Tableau
Green Thumb Gardening	TRUE	Tableau
TauTea	TRUE	Tableau
ZenZone	TRUE	Tableau
Xcellent Xeriscaping	TRUE	Tableau
LambdaLanguages	TRUE	Tableau
XpressoXpress	TRUE	Tableau
Wise Watches	TRUE	Tableau
XiXylophoneOrchestra	TRUE	Tableau
BetaBeauty	TRUE	Tableau
TechTonic	TRUE	Tableau
Optimal Outcomes	TRUE	Tableau
Joyful Journeys	TRUE	Tableau
EpsilonEducation	TRUE	Tableau
TrendyTees	TRUE	Tableau
Harmonious Homes	TRUE	Tableau
EpsilonEco	TRUE	Tableau
EcoEase Solutions	TRUE	Tableau
Quality Quilting	TRUE	Tableau
Mindful Meditation	TRUE	Tableau
MuMusic	TRUE	Tableau
AlphaApparel	TRUE	Tableau
Youthful Yogis	TRUE	Tableau
EtaEscapeRooms	TRUE	Tableau
Virtuoso Virtual Assistants	TRUE	Tableau
HomeHaven	TRUE	Tableau
Healthy Habits	TRUE	Tableau
TauTies	TRUE	Tableau
HotelHaven	TRUE	Tableau
Ace Athletics	TRUE	Tableau
ChiCheese	TRUE	Tableau
ZipZap Deliveries	TRUE	Tableau
Optimal Organics	TRUE	Tableau
Artistic Expressions	TRUE	Tableau
Pet Palace	TRUE	Tableau
MegaMovies	TRUE	Tableau
MindMeld	TRUE	Tableau
Restful Retreats	TRUE	Tableau
NuNutrition	TRUE	Tableau
RadiantReads	TRUE	Tableau
Knowledgeable Knits	TRUE	Tableau
ThetaTheater	TRUE	Tableau
UpsilonUnderwear	TRUE	Tableau
KidKonnect	TRUE	Tableau
Innovative Ideas	TRUE	Tableau
OmicronOrganics	TRUE	Tableau
TrendyTech	TRUE	Tableau
Xceptional Xeroxing	TRUE	Tableau
Brilliant Blooms	TRUE	Tableau
GammaGames	TRUE	Tableau
RadiantReady	TRUE	Tableau
Knowledge Navigators	TRUE	Tableau
ZetaZen	TRUE	Tableau
KaleidoscopeKids	TRUE	Tableau
Inspiring Instruments	TRUE	Tableau
ZetaZumba	TRUE	Tableau
MindMeld Therapy	TRUE	Tableau
AlphaAccessories	TRUE	Tableau
FitFam Fitness	TRUE	Tableau
Radiant Robotics	TRUE	Tableau
Savvy Savers	TRUE	Tableau
PhiFitness	TRUE	Tableau
BravoBites	TRUE	Tableau
Ultimate University	TRUE	Tableau
PiPizza	TRUE	Tableau
UltimateUniversity	TRUE	Tableau
Youthful Yarns	TRUE	Tableau
Eco-Friendly Cleaning Solutions	TRUE	Tableau
PsiSocks	TRUE	Tableau
DeltaDecor	TRUE	Tableau
Bountiful Books	TRUE	Tableau
PsiPlants	TRUE	Tableau
GigaBytes Tech	TRUE	Tableau
GreenGlow	TRUE	Tableau
Tech Titans	TRUE	Tableau
NanoNails	TRUE	Tableau
UltimateUtensils	TRUE	Tableau
QuillQuotes	TRUE	Tibco Spotfire
Ultimate Universes	TRUE	Tibco Spotfire
Green Thumb Gardening	TRUE	Tibco Spotfire
TauTea	TRUE	Tibco Spotfire
ZenZone	TRUE	Tibco Spotfire
Xcellent Xeriscaping	TRUE	Tibco Spotfire
LambdaLanguages	TRUE	Tibco Spotfire
XpressoXpress	TRUE	Tibco Spotfire
Wise Watches	TRUE	Tibco Spotfire
XiXylophoneOrchestra	TRUE	Tibco Spotfire
BetaBeauty	TRUE	Tibco Spotfire
QuirkyQuilts	TRUE	Tibco Spotfire
Esteemed Education	TRUE	Tibco Spotfire
Zen Zoology	TRUE	Tibco Spotfire
PhiPhotography	TRUE	Tibco Spotfire
JunoJewelry	TRUE	Tibco Spotfire
Novel Notions	TRUE	Tibco Spotfire
Fit For Life	TRUE	Tibco Spotfire
GigaGadgets	TRUE	Tibco Spotfire
PetPalace	TRUE	Tibco Spotfire
Quality Quilts	TRUE	Tibco Spotfire
DeltaDrinks	TRUE	Tibco Spotfire
Youthful Yogis	TRUE	Tibco Spotfire
EtaEscapeRooms	TRUE	Tibco Spotfire
Virtuoso Virtual Assistants	TRUE	Tibco Spotfire
HomeHaven	TRUE	Tibco Spotfire
Healthy Habits	TRUE	Tibco Spotfire
TauTies	TRUE	Tibco Spotfire
HotelHaven	TRUE	Tibco Spotfire
Ace Athletics	TRUE	Tibco Spotfire
ChiCheese	TRUE	Tibco Spotfire
ZipZap Deliveries	TRUE	Tibco Spotfire
TechTonic	TRUE	Tibco Spotfire
Optimal Outcomes	TRUE	Tibco Spotfire
Joyful Journeys	TRUE	Tibco Spotfire
EpsilonEducation	TRUE	Tibco Spotfire
TrendyTees	TRUE	Tibco Spotfire
Harmonious Homes	TRUE	Tibco Spotfire
EpsilonEco	TRUE	Tibco Spotfire
EcoEase Solutions	TRUE	Tibco Spotfire
Quality Quilting	TRUE	Tibco Spotfire
Mindful Meditation	TRUE	Tibco Spotfire
MuMusic	TRUE	Tibco Spotfire
AlphaApparel	TRUE	Tibco Spotfire
Innovative Ideas	TRUE	Tibco Spotfire
OmicronOrganics	TRUE	Tibco Spotfire
TrendyTech	TRUE	Tibco Spotfire
Xceptional Xeroxing	TRUE	Tibco Spotfire
Brilliant Blooms	TRUE	Tibco Spotfire
GammaGames	TRUE	Tibco Spotfire
RadiantReady	TRUE	Tibco Spotfire
Knowledge Navigators	TRUE	Tibco Spotfire
ZetaZen	TRUE	Tibco Spotfire
KaleidoscopeKids	TRUE	Tibco Spotfire
Optimal Organics	TRUE	Tibco Spotfire
Artistic Expressions	TRUE	Tibco Spotfire
Pet Palace	TRUE	Tibco Spotfire
MegaMovies	TRUE	Tibco Spotfire
MindMeld	TRUE	Tibco Spotfire
Restful Retreats	TRUE	Tibco Spotfire
NuNutrition	TRUE	Tibco Spotfire
RadiantReads	TRUE	Tibco Spotfire
Knowledgeable Knits	TRUE	Tibco Spotfire
ThetaTheater	TRUE	Tibco Spotfire
UpsilonUnderwear	TRUE	Tibco Spotfire
KidKonnect	TRUE	Tibco Spotfire
IotaIceCream	TRUE	Tibco Spotfire
Eco-Friendly Cleaning Solutions	TRUE	Tibco Spotfire
PsiSocks	TRUE	Tibco Spotfire
DeltaDecor	TRUE	Tibco Spotfire
Bountiful Books	TRUE	Tibco Spotfire
PsiPlants	TRUE	Tibco Spotfire
GigaBytes Tech	TRUE	Tibco Spotfire
GreenGlow	TRUE	Tibco Spotfire
Tech Titans	TRUE	Tibco Spotfire
NanoNails	TRUE	Tibco Spotfire
UltimateUtensils	TRUE	Tibco Spotfire
Inspiring Instruments	TRUE	Tibco Spotfire
ZetaZumba	TRUE	Tibco Spotfire
MindMeld Therapy	TRUE	Tibco Spotfire
AlphaAccessories	TRUE	Tibco Spotfire
FitFam Fitness	TRUE	Tibco Spotfire
Radiant Robotics	TRUE	Tibco Spotfire
Savvy Savers	TRUE	Tibco Spotfire
PhiFitness	TRUE	Tibco Spotfire
BravoBites	TRUE	Tibco Spotfire
Ultimate University	TRUE	Tibco Spotfire
PiPizza	TRUE	Tibco Spotfire
UltimateUniversity	TRUE	Tibco Spotfire
Youthful Yarns	TRUE	Tibco Spotfire
RhoRamen	TRUE	Tibco Spotfire
OmegaOuterwear	TRUE	Tibco Spotfire
BloomBox Flowers	TRUE	Tibco Spotfire
NatureNook	TRUE	Tibco Spotfire
Luxury Living	TRUE	Tibco Spotfire
EtaEntertainment	TRUE	Tibco Spotfire
LuxeLuggage	TRUE	Tibco Spotfire
Precise Prints	TRUE	Tibco Spotfire
BetaBaking	TRUE	Tibco Spotfire
QuirkyQuills Writing	TRUE	Tibco Spotfire
VitalVibes	TRUE	Tibco Spotfire
Sustainable Solutions	TRUE	Tibco Spotfire
XiXylophones	TRUE	Tibco Spotfire
SapphireStationery	TRUE	Tibco Spotfire
NovelNotions	TRUE	Tibco Spotfire
Luxurious Luggage	TRUE	Tibco Spotfire
IotaImprov	TRUE	Tibco Spotfire
VirtuosoViolins	TRUE	Tibco Spotfire
LuxeLashes	TRUE	Tibco Spotfire
Elegant Events	TRUE	Tibco Spotfire
OmegaOutdoors	TRUE	Tibco Spotfire
EchoEducation	TRUE	Tibco Spotfire
Marvelous Maps	TRUE	Tibco Spotfire
ThetaTech	TRUE	Tibco Spotfire
MuseMusic	TRUE	Tibco Spotfire
GigaGadgets	TRUE	Tibco Spotfire
Gourmet Grub	TRUE	Tibco Spotfire
PicoPets	TRUE	Tibco Spotfire
VibrantVinyls	TRUE	Tibco Spotfire
Joyful Jewels	TRUE	Tibco Spotfire
KappaKids	TRUE	Tibco Spotfire
OptimisticOutdoors	TRUE	Tibco Spotfire
Sensational Spices	TRUE	Tibco Spotfire
Bright Beginnings	TRUE	Tibco Spotfire
ChiChocolates	TRUE	Tibco Spotfire
CharlieChargers	TRUE	Tibco Spotfire
XtremeXercise	TRUE	Tibco Spotfire
Vibrant Visions	TRUE	Tibco Spotfire
RhoRings	TRUE	Tibco Spotfire
FoxtrotFitness	TRUE	Tibco Spotfire
Zen Zumba	TRUE	Tibco Spotfire
MuMystery	TRUE	Tibco Spotfire
YogaYurt	TRUE	Tibco Spotfire
OptimumOptics	TRUE	Tibco Spotfire
Chic Chocolates	TRUE	Tibco Spotfire
QuantaCoffee	TRUE	Tibco Spotfire
WholesomeWhisk	TRUE	Tibco Spotfire
Fantastic Furnishings	TRUE	Tibco Spotfire
GammaGardening	TRUE	Tibco Spotfire
SkyHigh Adventures	TRUE	Tibco Spotfire
SmartSips	TRUE	Tibco Spotfire
Talented Tailors	TRUE	Tibco Spotfire
SigmaShoes	TRUE	Tibco Spotfire
YogaYonder	TRUE	Tibco Spotfire
Wise Words	TRUE	Tibco Spotfire
KappaKnitting	TRUE	Tibco Spotfire
WholesomeWatches	TRUE	Tibco Spotfire
MysticMoods	TRUE	Tibco Spotfire
FitFusion	TRUE	Tibco Spotfire
Fashion Forward	TRUE	Tibco Spotfire
AlphaArt	TRUE	Tibco Spotfire
PremiumPens	TRUE	Tibco Spotfire
Dynamic Drones	TRUE	Tibco Spotfire
UpsilonUndergarments	TRUE	Tibco Spotfire
InspireInnovations	TRUE	Tibco Spotfire
FarmFresh	TRUE	Tibco Spotfire
Motivational Mentors	TRUE	Tibco Spotfire
Artisan Oven	TRUE	Tibco Spotfire
ArtisanArmor	TRUE	Tibco Spotfire
Premier Printing	TRUE	Tibco Spotfire
LambdaLiterature	TRUE	Tibco Spotfire
PioneerPhones	TRUE	Tibco Spotfire
Trendy Totes	TRUE	Tibco Spotfire
Creative Coding	TRUE	Tibco Spotfire
BitzBooks	TRUE	Tibco Spotfire
GlowGuru	TRUE	Tibco Spotfire
Global Goods	TRUE	Tibco Spotfire
SigmaSweets	TRUE	Tibco Spotfire
GolfGenius	TRUE	Tibco Spotfire
BitzBooks	TRUE	Tibco Spotfire
Vibrant Vases	TRUE	Tibco Spotfire
NuNotebooks	TRUE	Tibco Spotfire
ZenZenith	TRUE	Tibco Spotfire
StyleSavvy	TRUE	Tibco Spotfire
Natural Necessities	TRUE	Tibco Spotfire
DeltaDesigns	TRUE	Tibco Spotfire
SavvySocks	TRUE	Tibco Spotfire
Glamorous Gaming	TRUE	Tibco Spotfire
Smart Homes	TRUE	Tibco Spotfire
Natural Necessities	FALSE	Wrike
Novel Notions	FALSE	Wrike
MindMeld	FALSE	Wrike
Vibrant Visions	FALSE	Wrike
EpsilonEducation	FALSE	Wrike
MegaMovies	FALSE	Wrike
RadiantReads	TRUE	Zendesk
TrendyTech	TRUE	Zendesk
AlphaAccessories	TRUE	Zendesk
DeltaDecor	TRUE	Zendesk
BitzBooks	TRUE	Zendesk
Ultimate Universes	TRUE	Zendesk
WholesomeWatches	TRUE	Zendesk
ThetaTech	TRUE	Zendesk
Sensational Spices	TRUE	Zendesk
UltimateUniversity	TRUE	Zendesk
Global Goods	TRUE	Zendesk
Glamorous Gaming	TRUE	Zendesk
Tech Titans	TRUE	Zendesk
InspireInnovations	TRUE	Zendesk
BitzBooks	TRUE	Zendesk
Ultimate University	TRUE	Zendesk
Healthy Habits	TRUE	Zendesk
MindMeld	FALSE	Zoho CRM
EpsilonEducation	FALSE	Zoho CRM
